EBRR_Program_Cohort_ID,Correctional_Facility_ID,EBRR_Programs_ID,Program_Cohort_Size_Max,Program_Cohort_Size_Min,Number_of_Cohorts,Program_Cohort_Num_Enrolled_Avg,Program_Cohort_Num_Attended_Avg,Program_Cohort_Num_Completed_Avg,Program_Cohort_Percent_Completion_Avg,Program_Cohort_Attendance_Rate_Avg,Program_Cohort_Hours_Avg,Num_Employee_Hours_Per_Cohort_Avg,Cost_Supply_Max_Per_Cohort _USD
419,13,119,30,5,15,11,3,1,0.33,0.272727273,100,350,500
420,13,120,30,5,12,12,11,10,0.91,0.916666667,180,630,500
421,14,121,30,5,39,28,28,3,0.11,1,300,1050,500
422,14,122,30,5,39,24,22,7,0.32,0.916666667,100,350,500
423,14,123,30,5,20,30,10,9,0.9,0.333333333,210,735,500
424,14,124,30,5,30,27,16,5,0.31,0.592592593,120,420,500
425,14,125,30,5,34,7,3,1,0.33,0.428571429,180,630,500
426,14,126,30,5,12,9,5,1,0.2,0.555555556,150,525,500
427,14,127,30,5,28,29,25,19,0.76,0.862068966,120,420,500
428,14,128,30,5,9,27,18,16,0.89,0.666666667,270,945,500
429,14,129,30,5,31,13,6,6,1,0.461538462,150,525,500
430,14,130,30,5,8,5,2,0,0,0.4,180,630,500
431,14,131,30,5,42,16,6,4,0.67,0.375,150,525,500
432,14,132,30,5,16,20,6,2,0.33,0.3,100,350,500
433,14,133,30,5,16,27,23,12,0.52,0.851851852,60,210,500
434,14,134,30,5,14,20,14,14,1,0.7,270,945,500
435,14,135,30,5,11,9,9,3,0.33,1,300,1050,500
436,15,136,30,5,39,20,9,1,0.11,0.45,180,630,500
437,15,137,30,5,39,27,13,3,0.23,0.481481481,210,735,500
438,15,138,30,5,36,29,2,1,0.5,0.068965517,300,1050,500
439,15,139,30,5,45,13,7,1,0.14,0.538461538,180,630,500
440,15,140,30,5,17,5,4,0,0,0.8,300,1050,500
441,15,141,30,5,26,9,2,2,1,0.222222222,180,630,500
442,15,142,30,5,18,10,4,0,0,0.4,240,840,500
443,15,143,30,5,45,30,11,1,0.09,0.366666667,180,630,500
444,15,144,30,5,47,21,14,7,0.5,0.666666667,100,350,500
445,15,145,30,5,25,6,0,0,0,0,210,735,500
446,15,146,30,5,10,9,2,0,0,0.222222222,150,525,500
447,15,147,30,5,48,13,3,2,0.67,0.230769231,270,945,500
448,15,148,30,5,43,7,2,0,0,0.285714286,210,735,500
449,15,149,30,5,42,19,7,5,0.71,0.368421053,150,525,500
450,15,150,30,5,34,6,4,1,0.25,0.666666667,180,630,500
451,15,151,30,5,23,27,5,1,0.2,0.185185185,240,840,500
452,15,152,30,5,41,5,3,3,1,0.6,120,420,500
453,15,153,30,5,23,14,3,0,0,0.214285714,120,420,500
454,15,154,30,5,23,22,14,0,0,0.636363636,240,840,500
455,15,155,30,5,32,10,6,3,0.5,0.6,240,840,500
456,15,156,30,5,6,25,14,8,0.57,0.56,240,840,500
457,15,157,30,5,24,10,8,5,0.63,0.8,150,525,500
458,15,158,30,5,20,8,5,2,0.4,0.625,180,630,500
459,16,159,30,5,45,20,0,0,0,0,210,735,500
460,16,160,30,5,33,23,0,0,0,0,210,735,500
461,16,161,30,5,9,8,4,2,0.5,0.5,180,630,500
462,16,162,30,5,12,15,5,3,0.6,0.333333333,270,945,500
463,16,163,30,5,20,21,8,3,0.38,0.380952381,60,210,500
464,17,164,30,5,36,27,16,8,0.5,0.592592593,120,420,500
465,17,165,30,5,46,23,9,2,0.22,0.391304348,240,840,500
466,17,166,30,5,16,24,7,1,0.14,0.291666667,100,350,500
467,17,167,30,5,6,14,9,0,0,0.642857143,210,735,500
468,17,168,30,5,41,22,18,0,0,0.818181818,210,735,500
469,17,169,30,5,20,20,2,2,1,0.1,240,840,500
470,17,170,30,5,50,17,16,6,0.38,0.941176471,240,840,500
471,17,171,30,5,11,19,0,0,0,0,300,1050,500
472,18,172,30,5,17,30,30,22,0.73,1,240,840,500
473,18,173,30,5,23,12,0,0,0,0,120,420,500
474,18,174,30,5,20,11,2,2,1,0.181818182,210,735,500
475,18,175,30,5,21,5,2,2,1,0.4,270,945,500
476,18,176,30,5,33,29,26,5,0.19,0.896551724,210,735,500
477,18,177,30,5,28,25,9,7,0.78,0.36,120,420,500
478,18,178,30,5,18,23,21,9,0.43,0.913043478,120,420,500
479,18,179,30,5,35,20,2,0,0,0.1,180,630,500
480,18,180,30,5,6,10,5,3,0.6,0.5,270,945,500
481,18,181,30,5,6,12,4,4,1,0.333333333,60,210,500
482,18,182,30,5,27,12,2,2,1,0.166666667,210,735,500
483,18,183,30,5,50,18,9,2,0.22,0.5,240,840,500
484,18,184,30,5,21,18,16,15,0.94,0.888888889,210,735,500
485,19,185,30,5,25,16,2,1,0.5,0.125,150,525,500
486,20,186,30,5,15,25,0,0,0,0,120,420,500
487,21,187,30,5,24,11,3,1,0.33,0.272727273,270,945,500
488,22,188,30,5,11,8,5,1,0.2,0.625,120,420,500
489,22,189,30,5,21,20,17,4,0.24,0.85,240,840,500
490,22,190,30,5,48,9,0,0,0,0,300,1050,500
491,22,191,30,5,16,6,0,0,0,0,210,735,500
492,22,192,30,5,23,7,3,0,0,0.428571429,120,420,500
493,22,193,30,5,29,20,17,9,0.53,0.85,100,350,500
494,22,194,30,5,22,22,19,5,0.26,0.863636364,180,630,500
495,22,195,30,5,27,11,4,3,0.75,0.363636364,150,525,500
496,22,196,30,5,15,12,12,3,0.25,1,270,945,500
497,23,197,30,5,25,22,0,0,0,0,270,945,500
498,23,198,30,5,11,12,1,1,1,0.083333333,240,840,500
499,23,199,30,5,29,8,8,2,0.25,1,120,420,500
500,23,200,30,5,16,28,13,4,0.31,0.464285714,270,945,500
501,23,201,30,5,25,10,4,2,0.5,0.4,100,350,500
502,23,202,30,5,33,12,9,4,0.44,0.75,150,525,500
503,23,203,30,5,20,25,0,0,0,0,300,1050,500
504,24,204,30,5,33,10,1,1,1,0.1,210,735,500
505,24,205,30,5,42,11,0,0,0,0,180,630,500
506,24,206,30,5,50,9,2,2,1,0.222222222,100,350,500
507,25,207,30,5,12,30,7,7,1,0.233333333,150,525,500
508,25,208,30,5,20,6,4,1,0.25,0.666666667,180,630,500
509,26,209,30,5,20,16,0,0,0,0,120,420,500
510,26,210,30,5,10,10,3,3,1,0.3,300,1050,500
511,26,211,30,5,18,23,11,5,0.45,0.47826087,240,840,500
512,26,212,30,5,22,9,5,4,0.8,0.555555556,270,945,500
513,26,213,30,5,44,21,19,0,0,0.904761905,100,350,500
514,26,214,30,5,22,26,5,1,0.2,0.192307692,180,630,500
515,26,215,30,5,7,17,17,7,0.41,1,240,840,500
516,27,216,30,5,41,9,5,4,0.8,0.555555556,300,1050,500
517,27,217,30,5,25,16,7,4,0.57,0.4375,60,210,500
518,27,218,30,5,25,7,0,0,0,0,100,350,500
519,28,219,30,5,37,19,16,3,0.19,0.842105263,240,840,500
520,28,220,30,5,9,15,2,2,1,0.133333333,150,525,500
521,28,221,30,5,38,21,20,18,0.9,0.952380952,240,840,500
522,28,222,30,5,20,30,0,0,0,0,240,840,500
523,28,223,30,5,39,25,4,0,0,0.16,270,945,500
524,28,224,30,5,40,25,4,4,1,0.16,150,525,500
525,29,225,30,5,44,7,6,0,0,0.857142857,60,210,500
526,29,226,30,5,48,14,8,3,0.38,0.571428571,120,420,500
527,29,227,30,5,7,22,8,8,1,0.363636364,210,735,500
528,29,228,30,5,26,19,10,9,0.9,0.526315789,240,840,500
529,29,229,30,5,32,18,16,16,1,0.888888889,240,840,500
530,29,230,30,5,6,28,5,2,0.4,0.178571429,270,945,500
531,29,231,30,5,34,23,19,0,0,0.826086957,240,840,500
532,29,232,30,5,27,23,4,1,0.25,0.173913043,150,525,500
533,29,233,30,5,47,24,1,0,0,0.041666667,100,350,500
534,30,234,30,5,42,7,0,0,0,0,150,525,500
535,30,235,30,5,37,30,27,16,0.59,0.9,240,840,500
536,30,236,30,5,37,26,21,4,0.19,0.807692308,150,525,500
537,30,237,30,5,23,11,0,0,0,0,180,630,500
538,30,238,30,5,14,28,1,0,0,0.035714286,300,1050,500
539,30,239,30,5,19,17,16,8,0.5,0.941176471,100,350,500
540,30,240,30,5,41,8,0,0,0,0,300,1050,500
541,30,241,30,5,48,9,9,0,0,1,150,525,500
542,30,242,30,5,22,7,3,3,1,0.428571429,240,840,500
543,30,243,30,5,8,9,3,0,0,0.333333333,210,735,500
544,30,244,30,5,9,20,11,11,1,0.55,120,420,500
545,31,245,30,5,25,12,4,0,0,0.333333333,120,420,500
546,32,246,30,5,37,19,15,1,0.07,0.789473684,270,945,500
547,32,247,30,5,5,25,10,9,0.9,0.4,270,945,500
548,33,248,30,5,48,30,24,0,0,0.8,210,735,500
549,34,249,30,5,23,25,5,3,0.6,0.2,210,735,500
550,35,250,30,5,38,29,1,0,0,0.034482759,150,525,500
551,36,251,30,5,21,25,6,0,0,0.24,150,525,500
552,37,252,30,5,43,23,18,15,0.83,0.782608696,270,945,500
553,38,253,30,5,46,24,15,7,0.47,0.625,210,735,500
554,39,254,30,5,27,22,15,3,0.2,0.681818182,300,1050,500
555,40,255,30,5,24,21,7,0,0,0.333333333,60,210,500
556,41,256,30,5,34,8,4,3,0.75,0.5,300,1050,500
557,42,257,30,5,13,12,0,0,0,0,210,735,500
558,43,258,30,5,45,28,24,1,0.04,0.857142857,150,525,500
559,44,259,30,5,26,13,8,8,1,0.615384615,240,840,500
560,45,260,30,5,27,8,1,1,1,0.125,150,525,500
561,46,261,30,5,15,26,11,4,0.36,0.423076923,100,350,500
562,47,262,30,5,46,25,17,13,0.76,0.68,100,350,500
563,47,263,30,5,38,25,23,20,0.87,0.92,60,210,500
564,47,264,30,5,35,17,1,1,1,0.058823529,60,210,500
565,48,265,30,5,36,29,7,6,0.86,0.24137931,60,210,500
566,49,266,30,5,49,29,13,6,0.46,0.448275862,60,210,500
567,50,267,30,5,29,10,0,0,0,0,300,1050,500
568,51,268,30,5,13,21,3,0,0,0.142857143,300,1050,500
569,52,269,30,5,15,28,8,1,0.13,0.285714286,60,210,500
570,53,270,30,5,28,14,6,3,0.5,0.428571429,270,945,500
571,54,271,30,5,17,27,13,0,0,0.481481481,180,630,500
572,54,272,30,5,46,18,8,2,0.25,0.444444444,300,1050,500
573,54,273,30,5,42,22,1,1,1,0.045454545,300,1050,500
574,54,274,30,5,41,9,2,2,1,0.222222222,100,350,500
575,54,275,30,5,49,19,5,1,0.2,0.263157895,240,840,500
576,54,276,30,5,33,9,7,0,0,0.777777778,120,420,500
577,54,277,30,5,49,28,4,2,0.5,0.142857143,210,735,500
578,54,278,30,5,14,30,17,1,0.06,0.566666667,100,350,500
579,54,279,30,5,7,25,13,13,1,0.52,120,420,500
580,54,280,30,5,17,18,9,3,0.33,0.5,120,420,500
581,55,281,30,5,11,20,15,13,0.87,0.75,180,630,500
582,55,282,30,5,23,19,5,0,0,0.263157895,60,210,500
583,55,283,30,5,41,13,12,5,0.42,0.923076923,100,350,500
584,55,284,30,5,29,5,5,1,0.2,1,180,630,500
585,55,285,30,5,6,7,4,4,1,0.571428571,210,735,500
586,55,286,30,5,31,16,7,4,0.57,0.4375,270,945,500
587,55,287,30,5,19,15,12,4,0.33,0.8,210,735,500
588,56,288,30,5,8,5,4,0,0,0.8,150,525,500
589,56,289,30,5,43,16,16,3,0.19,1,120,420,500
590,56,290,30,5,11,7,3,0,0,0.428571429,270,945,500
591,56,291,30,5,34,15,3,3,1,0.2,150,525,500
592,56,292,30,5,47,22,9,9,1,0.409090909,210,735,500
593,56,293,30,5,21,28,6,3,0.5,0.214285714,180,630,500
594,56,294,30,5,19,15,4,4,1,0.266666667,210,735,500
595,56,295,30,5,23,8,0,0,0,0,270,945,500
596,56,296,30,5,50,14,11,9,0.82,0.785714286,120,420,500
597,56,297,30,5,6,17,14,2,0.14,0.823529412,100,350,500
598,56,298,30,5,46,26,18,8,0.44,0.692307692,270,945,500
599,56,299,30,5,28,25,7,3,0.43,0.28,180,630,500
600,56,300,30,5,42,11,2,0,0,0.181818182,210,735,500
601,1,1,30,5,30,7,5,5,1,0.714285714,120,420,500
602,1,2,30,5,15,5,0,0,0,0,180,630,500
603,1,3,30,5,8,30,16,5,0.31,0.533333333,300,1050,500
604,1,4,30,5,13,22,16,6,0.38,0.727272727,270,945,500
605,1,5,30,5,42,8,6,4,0.67,0.75,240,840,500
606,1,6,30,5,28,14,12,11,0.92,0.857142857,60,210,500
607,1,7,30,5,10,10,4,2,0.5,0.4,270,945,500
608,1,8,30,5,23,19,3,2,0.67,0.157894737,270,945,500
609,1,9,30,5,21,10,9,4,0.44,0.9,270,945,500
610,1,10,30,5,9,12,10,6,0.6,0.833333333,210,735,500
611,2,11,30,5,14,30,22,18,0.82,0.733333333,240,840,500
612,2,12,30,5,27,14,4,1,0.25,0.285714286,270,945,500
613,2,13,30,5,19,8,5,1,0.2,0.625,300,1050,500
614,2,14,30,5,37,27,6,5,0.83,0.222222222,240,840,500
615,2,15,30,5,36,7,7,5,0.71,1,60,210,500
616,2,16,30,5,31,10,6,4,0.67,0.6,270,945,500
617,2,17,30,5,28,19,10,0,0,0.526315789,180,630,500
618,2,18,30,5,16,28,18,17,0.94,0.642857143,100,350,500
619,2,19,30,5,13,18,7,1,0.14,0.388888889,60,210,500
620,2,20,30,5,20,29,16,6,0.38,0.551724138,270,945,500
621,2,21,30,5,50,10,4,0,0,0.4,150,525,500
622,2,22,30,5,40,22,14,1,0.07,0.636363636,240,840,500
623,2,23,30,5,24,14,10,5,0.5,0.714285714,60,210,500
624,2,24,30,5,43,10,6,3,0.5,0.6,100,350,500
625,3,25,30,5,32,18,12,10,0.83,0.666666667,180,630,500
626,4,26,30,5,22,27,22,20,0.91,0.814814815,150,525,500
627,5,27,30,5,22,13,11,8,0.73,0.846153846,150,525,500
628,6,28,30,5,15,9,2,1,0.5,0.222222222,300,1050,500
629,6,29,30,5,29,30,8,4,0.5,0.266666667,100,350,500
630,6,30,30,5,33,28,7,3,0.43,0.25,240,840,500
631,6,31,30,5,45,17,8,8,1,0.470588235,270,945,500
632,6,32,30,5,17,16,2,0,0,0.125,100,350,500
633,6,33,30,5,11,13,9,8,0.89,0.692307692,100,350,500
634,6,34,30,5,48,16,1,1,1,0.0625,100,350,500
635,6,35,30,5,48,29,12,10,0.83,0.413793103,150,525,500
636,6,36,30,5,16,15,9,3,0.33,0.6,150,525,500
637,6,37,30,5,29,8,4,3,0.75,0.5,270,945,500
638,6,38,30,5,38,17,3,3,1,0.176470588,240,840,500
639,6,39,30,5,21,8,8,8,1,1,270,945,500
640,6,40,30,5,29,23,6,4,0.67,0.260869565,180,630,500
641,6,41,30,5,24,11,9,6,0.67,0.818181818,270,945,500
642,6,42,30,5,39,13,9,5,0.56,0.692307692,180,630,500
643,7,43,30,5,9,11,5,1,0.2,0.454545455,100,350,500
644,7,44,30,5,14,25,10,5,0.5,0.4,300,1050,500
645,7,45,30,5,48,29,20,10,0.5,0.689655172,100,350,500
646,7,46,30,5,31,18,10,1,0.1,0.555555556,60,210,500
647,7,47,30,5,36,5,0,0,0,0,100,350,500
648,7,48,30,5,38,9,1,0,0,0.111111111,60,210,500
649,7,49,30,5,18,18,8,1,0.13,0.444444444,210,735,500
650,7,50,30,5,44,30,30,17,0.57,1,270,945,500
651,7,51,30,5,48,30,29,22,0.76,0.966666667,180,630,500
652,7,52,30,5,6,26,17,11,0.65,0.653846154,150,525,500
653,7,53,30,5,43,8,4,2,0.5,0.5,180,630,500
654,7,54,30,5,15,15,3,1,0.33,0.2,300,1050,500
655,7,55,30,5,25,26,16,5,0.31,0.615384615,210,735,500
656,7,56,30,5,18,6,6,2,0.33,1,150,525,500
657,7,57,30,5,32,17,5,3,0.6,0.294117647,210,735,500
658,8,58,30,5,41,6,5,3,0.6,0.833333333,300,1050,500
659,8,59,30,5,14,12,1,0,0,0.083333333,60,210,500
660,8,60,30,5,50,8,4,1,0.25,0.5,120,420,500
661,8,61,30,5,5,5,5,4,0.8,1,270,945,500
662,8,62,30,5,22,13,6,1,0.17,0.461538462,240,840,500
663,8,63,30,5,28,9,1,1,1,0.111111111,240,840,500
664,8,64,30,5,31,7,2,2,1,0.285714286,270,945,500
665,8,65,30,5,13,15,8,8,1,0.533333333,210,735,500
666,8,66,30,5,46,27,2,2,1,0.074074074,210,735,500
667,9,67,30,5,9,26,17,15,0.88,0.653846154,100,350,500
668,10,68,30,5,49,30,13,10,0.77,0.433333333,300,1050,500
669,10,69,30,5,36,19,3,2,0.67,0.157894737,210,735,500
670,10,70,30,5,40,20,18,8,0.44,0.9,240,840,500
671,10,71,30,5,37,27,16,2,0.13,0.592592593,120,420,500
672,10,72,30,5,7,28,27,8,0.3,0.964285714,270,945,500
673,10,73,30,5,13,12,7,0,0,0.583333333,210,735,500
674,10,74,30,5,16,12,1,0,0,0.083333333,150,525,500
675,10,75,30,5,23,14,8,0,0,0.571428571,300,1050,500
676,10,76,30,5,19,21,8,1,0.13,0.380952381,300,1050,500
677,10,77,30,5,49,15,0,0,0,0,180,630,500
678,10,78,30,5,26,8,8,5,0.63,1,120,420,500
679,10,79,30,5,24,10,0,0,0,0,120,420,500
680,11,80,30,5,11,27,27,18,0.67,1,240,840,500
681,11,81,30,5,24,17,2,1,0.5,0.117647059,270,945,500
682,11,82,30,5,45,25,17,5,0.29,0.68,100,350,500
683,11,83,30,5,30,16,15,12,0.8,0.9375,240,840,500
684,11,84,30,5,42,9,6,0,0,0.666666667,100,350,500
685,11,85,30,5,41,8,5,1,0.2,0.625,300,1050,500
686,11,86,30,5,22,10,1,1,1,0.1,180,630,500
687,11,87,30,5,17,22,15,9,0.6,0.681818182,210,735,500
688,11,88,30,5,19,25,20,2,0.1,0.8,270,945,500
689,11,89,30,5,11,22,13,3,0.23,0.590909091,60,210,500
690,11,90,30,5,21,27,0,0,0,0,120,420,500
691,12,91,30,5,44,7,6,1,0.17,0.857142857,60,210,500
692,12,92,30,5,43,26,18,2,0.11,0.692307692,270,945,500
693,12,93,30,5,40,21,14,4,0.29,0.666666667,270,945,500
694,12,94,30,5,19,21,16,11,0.69,0.761904762,210,735,500
695,12,95,30,5,43,27,13,4,0.31,0.481481481,150,525,500
696,12,96,30,5,45,7,2,0,0,0.285714286,120,420,500
697,12,97,30,5,15,12,0,0,0,0,60,210,500
698,12,98,30,5,42,7,0,0,0,0,240,840,500
699,12,99,30,5,27,19,3,0,0,0.157894737,270,945,500
700,12,100,30,5,23,11,0,0,0,0,300,1050,500
701,12,101,30,5,17,13,6,6,1,0.461538462,120,420,500
702,12,102,30,5,20,22,7,5,0.71,0.318181818,210,735,500
703,12,103,30,5,8,22,15,11,0.73,0.681818182,300,1050,500
704,13,104,30,5,49,17,0,0,0,0,120,420,500
705,13,105,30,5,9,27,6,6,1,0.222222222,240,840,500
706,13,106,30,5,8,29,29,20,0.69,1,180,630,500
707,13,107,30,5,26,29,8,0,0,0.275862069,210,735,500
708,13,108,30,5,30,19,9,2,0.22,0.473684211,150,525,500
709,13,109,30,5,16,8,0,0,0,0,210,735,500
710,13,110,30,5,38,7,0,0,0,0,60,210,500
711,13,111,30,5,6,28,21,5,0.24,0.75,60,210,500
712,13,112,30,5,38,21,15,11,0.73,0.714285714,120,420,500
713,13,113,30,5,7,16,16,8,0.5,1,270,945,500
714,13,114,30,5,13,27,17,10,0.59,0.62962963,120,420,500
715,13,115,30,5,46,21,14,4,0.29,0.666666667,150,525,500
716,13,116,30,5,35,24,11,10,0.91,0.458333333,100,350,500
717,13,117,30,5,9,12,9,6,0.67,0.75,300,1050,500
718,13,118,30,5,38,18,11,10,0.91,0.611111111,240,840,500
719,13,119,30,5,48,15,12,1,0.08,0.8,180,630,500
720,13,120,30,5,40,17,4,1,0.25,0.235294118,150,525,500
721,14,121,30,5,33,17,7,6,0.86,0.411764706,300,1050,500
722,14,122,30,5,7,10,9,3,0.33,0.9,300,1050,500
723,14,123,30,5,11,24,4,3,0.75,0.166666667,100,350,500
724,14,124,30,5,5,30,28,15,0.54,0.933333333,120,420,500
725,14,125,30,5,36,30,2,1,0.5,0.066666667,100,350,500
726,14,126,30,5,36,22,3,3,1,0.136363636,210,735,500
727,14,127,30,5,43,22,11,2,0.18,0.5,60,210,500
728,14,128,30,5,45,14,7,5,0.71,0.5,120,420,500
729,14,129,30,5,29,5,2,0,0,0.4,60,210,500
730,14,130,30,5,44,18,6,2,0.33,0.333333333,240,840,500
731,14,131,30,5,50,20,4,4,1,0.2,240,840,500
732,14,132,30,5,28,13,8,0,0,0.615384615,100,350,500
733,14,133,30,5,47,9,1,1,1,0.111111111,240,840,500
734,14,134,30,5,27,7,2,2,1,0.285714286,120,420,500
735,14,135,30,5,16,28,26,8,0.31,0.928571429,60,210,500
736,15,136,30,5,18,21,6,5,0.83,0.285714286,100,350,500
737,15,137,30,5,40,15,11,7,0.64,0.733333333,300,1050,500
738,15,138,30,5,25,10,4,0,0,0.4,150,525,500
739,15,139,30,5,31,14,7,6,0.86,0.5,210,735,500
740,15,140,30,5,20,27,14,10,0.71,0.518518519,100,350,500
741,15,141,30,5,14,20,18,9,0.5,0.9,240,840,500
742,15,142,30,5,29,26,4,1,0.25,0.153846154,210,735,500
743,15,143,30,5,50,28,17,14,0.82,0.607142857,60,210,500
744,15,144,30,5,28,29,26,1,0.04,0.896551724,240,840,500
745,15,145,30,5,12,26,2,0,0,0.076923077,120,420,500
746,15,146,30,5,41,8,6,5,0.83,0.75,60,210,500
747,15,147,30,5,13,7,1,1,1,0.142857143,210,735,500
748,15,148,30,5,43,23,11,9,0.82,0.47826087,300,1050,500
749,15,149,30,5,46,28,0,0,0,0,240,840,500
750,15,150,30,5,20,14,14,1,0.07,1,210,735,500
751,15,151,30,5,50,6,6,1,0.17,1,270,945,500
752,15,152,30,5,47,26,24,6,0.25,0.923076923,60,210,500
753,15,153,30,5,39,6,0,0,0,0,210,735,500
754,15,154,30,5,21,15,1,0,0,0.066666667,100,350,500
755,15,155,30,5,25,27,23,14,0.61,0.851851852,100,350,500
756,15,156,30,5,23,9,8,0,0,0.888888889,180,630,500
757,15,157,30,5,40,27,10,6,0.6,0.37037037,100,350,500
758,15,158,30,5,23,23,4,3,0.75,0.173913043,240,840,500
759,16,159,30,5,49,8,6,0,0,0.75,240,840,500
760,16,160,30,5,34,29,28,26,0.93,0.965517241,300,1050,500
761,16,161,30,5,20,13,1,0,0,0.076923077,270,945,500
762,16,162,30,5,16,23,2,0,0,0.086956522,120,420,500
763,16,163,30,5,37,19,13,8,0.62,0.684210526,120,420,500
764,17,164,30,5,30,9,4,3,0.75,0.444444444,60,210,500
765,17,165,30,5,5,11,2,2,1,0.181818182,240,840,500
766,17,166,30,5,31,11,11,9,0.82,1,150,525,500
767,17,167,30,5,7,18,2,2,1,0.111111111,270,945,500
768,17,168,30,5,13,14,14,12,0.86,1,100,350,500
769,17,169,30,5,49,26,10,5,0.5,0.384615385,240,840,500
770,17,170,30,5,48,24,21,21,1,0.875,300,1050,500
771,17,171,30,5,42,6,4,3,0.75,0.666666667,150,525,500
772,18,172,30,5,15,6,5,2,0.4,0.833333333,150,525,500
773,18,173,30,5,37,17,1,0,0,0.058823529,60,210,500
774,18,174,30,5,28,7,4,4,1,0.571428571,180,630,500
775,18,175,30,5,41,11,10,5,0.5,0.909090909,120,420,500
776,18,176,30,5,36,21,2,2,1,0.095238095,150,525,500
777,18,177,30,5,5,27,18,15,0.83,0.666666667,150,525,500
778,18,178,30,5,7,17,0,0,0,0,300,1050,500
779,18,179,30,5,19,22,5,4,0.8,0.227272727,210,735,500
780,18,180,30,5,28,25,6,6,1,0.24,210,735,500
781,18,181,30,5,9,29,10,7,0.7,0.344827586,150,525,500
782,18,182,30,5,29,6,0,0,0,0,270,945,500
783,18,183,30,5,19,5,2,2,1,0.4,120,420,500
784,18,184,30,5,6,30,18,12,0.67,0.6,150,525,500
785,19,185,30,5,15,9,3,3,1,0.333333333,100,350,500
786,20,186,30,5,50,20,7,7,1,0.35,210,735,500
787,21,187,30,5,5,21,4,0,0,0.19047619,60,210,500
788,22,188,30,5,43,9,1,1,1,0.111111111,240,840,500
789,22,189,30,5,27,11,6,2,0.33,0.545454545,180,630,500
790,22,190,30,5,31,29,21,21,1,0.724137931,270,945,500
791,22,191,30,5,36,11,0,0,0,0,180,630,500
792,22,192,30,5,26,5,5,4,0.8,1,150,525,500
793,22,193,30,5,6,11,4,0,0,0.363636364,100,350,500
794,22,194,30,5,31,14,1,1,1,0.071428571,60,210,500
795,22,195,30,5,9,9,1,1,1,0.111111111,270,945,500
796,22,196,30,5,10,13,11,4,0.36,0.846153846,150,525,500
797,23,197,30,5,9,24,21,3,0.14,0.875,60,210,500
798,23,198,30,5,13,10,6,5,0.83,0.6,210,735,500
799,23,199,30,5,34,25,16,0,0,0.64,210,735,500
800,23,200,30,5,14,17,3,1,0.33,0.176470588,270,945,500
801,23,201,30,5,32,15,1,1,1,0.066666667,60,210,500
802,23,202,30,5,36,19,5,1,0.2,0.263157895,120,420,500
803,23,203,30,5,50,26,18,2,0.11,0.692307692,150,525,500
804,24,204,30,5,11,8,7,7,1,0.875,100,350,500
805,24,205,30,5,14,22,14,12,0.86,0.636363636,300,1050,500
806,24,206,30,5,5,18,6,4,0.67,0.333333333,210,735,500
807,25,207,30,5,20,10,4,1,0.25,0.4,120,420,500
808,25,208,30,5,41,21,0,0,0,0,100,350,500
809,26,209,30,5,12,27,13,13,1,0.481481481,120,420,500
810,26,210,30,5,48,17,0,0,0,0,270,945,500
811,26,211,30,5,29,26,19,11,0.58,0.730769231,180,630,500
812,26,212,30,5,28,21,19,13,0.68,0.904761905,270,945,500
813,26,213,30,5,6,19,7,4,0.57,0.368421053,120,420,500
814,26,214,30,5,50,6,4,0,0,0.666666667,210,735,500
815,26,215,30,5,40,20,13,9,0.69,0.65,150,525,500
816,27,216,30,5,10,26,15,12,0.8,0.576923077,270,945,500
817,27,217,30,5,18,27,11,6,0.55,0.407407407,270,945,500
818,27,218,30,5,20,24,9,8,0.89,0.375,180,630,500
819,28,219,30,5,47,5,0,0,0,0,300,1050,500
820,28,220,30,5,49,20,0,0,0,0,60,210,500
821,28,221,30,5,38,15,7,0,0,0.466666667,150,525,500
822,28,222,30,5,38,7,1,0,0,0.142857143,180,630,500
823,28,223,30,5,30,13,0,0,0,0,150,525,500
824,28,224,30,5,12,18,13,5,0.38,0.722222222,100,350,500
825,29,225,30,5,13,17,14,8,0.57,0.823529412,240,840,500
826,29,226,30,5,14,5,1,0,0,0.2,180,630,500
827,29,227,30,5,48,30,5,1,0.2,0.166666667,210,735,500
828,29,228,30,5,14,11,11,7,0.64,1,150,525,500
829,29,229,30,5,44,24,24,13,0.54,1,100,350,500
830,29,230,30,5,16,12,6,1,0.17,0.5,240,840,500
831,29,231,30,5,32,8,8,2,0.25,1,60,210,500
832,29,232,30,5,46,9,4,2,0.5,0.444444444,180,630,500
833,29,233,30,5,14,9,7,2,0.29,0.777777778,180,630,500
834,30,234,30,5,35,22,3,3,1,0.136363636,210,735,500
835,30,235,30,5,29,25,8,5,0.63,0.32,270,945,500
836,30,236,30,5,13,11,6,3,0.5,0.545454545,210,735,500
837,30,237,30,5,36,17,17,11,0.65,1,100,350,500
838,30,238,30,5,14,8,5,3,0.6,0.625,270,945,500
839,30,239,30,5,5,8,8,6,0.75,1,240,840,500
840,30,240,30,5,25,21,19,17,0.89,0.904761905,120,420,500
841,30,241,30,5,32,6,0,0,0,0,270,945,500
842,30,242,30,5,22,8,4,2,0.5,0.5,150,525,500
843,30,243,30,5,25,9,0,0,0,0,300,1050,500
844,30,244,30,5,33,29,21,13,0.62,0.724137931,180,630,500
845,31,245,30,5,8,27,2,0,0,0.074074074,210,735,500
